,RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2A,Q2B,Q2C,Q3A,Q3B,Q3C,Q3PARK,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9COM1,Q9COM2,Q9COM3,Q10,Q10COM1,Q10COM2,Q10COM3,Q11,Q12,Q12COM1,Q12COM2,Q12COM3,Q13A,Q13B,Q14A,Q14B,Q15,Q15A,Q15B,Q15C,Q16,Q17,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,Q22,Q23A,Q23B,LANG,WEIGHT
1325,1344,411,275,15,MON,8,A,2,3,1,2,ASIANA,SEOUL,211,10,61,8,4,10:20 AM,12:40:00,140,4,,,3,,,,2,2,2,1,2,1,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,SUIZHOU,,,CHINA,16,2,1,3,3,2,2,1,0.723115625
1326,1345,1071,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,4,4,5,6,5,5,6,6,6,6,6,6,6,5,11,,,,,4,6,6,5,5,5,0,,,5,2,,,3,,,,,11,6,4,5,2,,,,10,3,LYNWOOD,WA,98036.0,US,10,2,2,2,3,2,2,1,1.632960094637224
1327,1346,1070,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,11,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,11,6,5,5,2,,,,10,3,LYNWOOD,WA,98036.0,US,10,3,1,2,2,2,2,1,1.632960094637224
1328,1347,1069,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,9:35 AM,14:40:00,305,2,,,3,,,,2,1,1,2,1,2,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,11,5,5,5,2,,,,10,3,LYNWOOD,WA,98036.0,US,10,4,2,2,2,2,2,1,1.632960094637224
1329,1348,1068,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,10:00:00,14:40:00,280,2,,,3,,,,2,2,1,1,1,2,1,6,3,6,3,4,4,6,6,5,6,6,5,6,6,5,101,,,,,5,5,6,5,5,5,0,,,5,4,,,2,,,,,11,0,3,3,2,,,,10,3,SEATTLE,WA,,US,10,3,1,2,2,2,2,1,1.632960094637224
1330,1349,1067,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,11:00:00,14:40:00,220,2,,,3,,,,0,0,2,0,1,1,4,3,4,6,0,3,6,3,3,6,6,6,6,6,6,3,9,,,,,4,6,6,4,4,4,0,,,4,0,,,2,,,,,11,6,5,6,2,,,,7,3,SEATTLE,WA,98118.0,US,10,6,1,4,2,2,2,1,1.632960094637224
1331,1350,1066,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,10:30 AM,14:40:00,250,2,,,3,,,,2,1,1,2,3,1,3,5,4,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,3,,,2,,,,,11,4,5,6,2,,,,10,3,,VA,,US,12,3,1,2,1,2,2,1,1.632960094637224
1332,1351,1065,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:00:00,14:40:00,400,1,,,3,,,,1,2,1,2,1,2,1,5,4,6,5,5,5,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,3,3,4,0,,,4,11,,,2,,,,,11,6,3,2,2,,,,8,3,APEX,NC,27502.0,US,12,3,1,2,2,2,2,1,1.632960094637224
1333,1352,1064,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:30 AM,14:40:00,370,1,,,3,,,,1,2,2,1,1,2,1,4,4,4,3,3,3,4,4,4,6,6,6,6,6,6,0,,,,,4,6,6,4,4,4,0,,,3,0,,,4,,,,,11,0,5,5,2,,,,7,0,,,,,99,5,1,3,2,2,2,1,1.632960094637224
1334,1353,1063,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,11:00:00,14:40:00,220,3,,,3,,,,0,0,1,0,1,2,1,3,3,4,3,3,3,6,6,6,6,6,6,6,6,3,0,,,,,3,6,6,4,3,3,0,,,3,0,,,2,,,,,11,6,5,6,2,,,,7,3,SEATTLE,WA,98001.0,US,10,6,1,4,2,2,2,1,1.632960094637224
1335,1354,1062,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,3,,,2,,,,1,0,0,0,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,5,5,5,5,5,5,0,,,4,0,,,1,5,0,,,1,5,5,5,2,,,,9,1,UNION CITY,CA,94587.0,US,3,5,2,4,1,1,2,1,1.632960094637224
1336,1355,1061,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,12:00:00,14:40:00,160,0,,,3,,,,2,2,2,1,2,1,2,4,3,3,4,4,4,3,2,4,4,3,4,6,4,3,60,,,,,4,4,3,4,3,4,0,,,4,0,,,2,,,,,11,0,0,6,2,,,,8,3,SEATTLE,WA,98002.0,US,10,3,2,3,1,2,2,1,1.632960094637224
1337,1356,1060,134,7,SUN,64,E,2,2,1,2,UNITED,SEATTLE,424,28,60,1,4,8:15 AM,14:40:00,385,5,,,3,,,,2,2,1,1,1,2,1,4,3,3,3,4,3,3,3,4,6,6,6,6,6,3,0,,,,,4,6,6,4,4,4,0,,,4,2,,,3,,,,,11,3,3,4,1,2.0,,,7,3,SINGAPORE,,,SINGAPORE,16,3,2,1,2,2,2,1,1.632960094637224
1338,1357,1059,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,13:00:00,14:40:00,100,4,,,6,,,,2,1,2,2,4,1,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,1,,,,,4,4,4,4,4,4,0,,,5,1,,,2,,,,,7,4,4,4,2,,,,6,3,SEATTLE,WA,98107.0,US,10,3,1,1,2,2,2,1,1.632960094637224
1339,1358,1058,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,1,,,9,,,,2,2,2,3,4,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,62,,,,,4,4,4,4,4,4,0,,,4,0,,,1,5,0,,,5,5,5,5,2,,,,8,3,SEATTLE,WA,98126.0,US,10,6,2,2,1,1,1,1,1.632960094637224
1340,1359,1057,134,7,SUN,64,E,2,2,1,1,UNITED,SEATTLE,424,28,60,1,4,N,14:40:00,N,4,,,3,,,,2,2,2,2,2,1,1,6,6,1,5,5,5,6,6,6,6,6,6,6,6,6,62,,,,,5,6,6,6,5,5,1,,,5,3,,,1,2,0,,,11,6,6,6,2,,,,8,3,SEATTLE,WA,98104.0,US,10,2,2,1,2,2,2,1,1.632960094637224
1341,1360,792,189,10,WED,100,G,2,3,1,1,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,1,,,3,,,,1,1,1,1,1,2,1,6,4,4,5,5,4,5,5,1,5,6,6,6,6,4,0,,,,,4,6,6,6,4,5,0,,,4,0,,,2,,,,,11,0,5,3,2,,,,5,3,SHENZHEN,,,CHINA,16,5,1,0,2,2,2,3,0.9440823788546255
1342,1361,793,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:00:00,12:50:00,230,3,,,3,,,,1,0,0,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,4,4,4,4,3,4,0,,,3,0,,,4,,,,,11,4,4,4,2,,,,5,3,CLEVELAND,OH,,US,11,2,2,0,3,2,2,3,0.9440823788546255
1343,1362,794,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,3,,,2,,,,1,1,2,1,3,1,3,5,3,5,5,5,4,6,6,6,5,4,5,6,4,4,0,,,,,5,5,4,4,4,4,0,,,5,0,,,1,5,0,,,3,5,4,5,2,,,,8,1,TIBURON,CA,94920.0,US,6,4,2,0,1,2,4,3,0.9440823788546255
1344,1363,795,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,N,12:50:00,N,2,,,5,,,,1,1,0,1,2,1,1,6,4,4,4,4,4,3,4,5,4,0,4,0,3,4,0,,,,,4,4,4,4,4,4,0,,,4,0,,,3,,,,,7,4,3,4,2,,,,6,3,SHENZHEN,,,CHINA,16,3,1,0,2,1,4,1,0.9440823788546255
1345,1364,796,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:40 AM,12:50:00,130,2,,,0,,,,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,6,6,0,0,6,0,0,,,5,4,,,0,,,,,0,4,0,0,1,5.0,,,8,0,,,,CHINA,16,6,1,0,2,2,2,3,0.9440823788546255
1346,1365,797,189,10,WED,100,G,2,3,1,1,UNITED INTL,HONG KONG,869,29,25,8,4,10:00:00,12:50:00,170,3,,,3,,,,2,2,1,2,1,2,1,6,4,4,6,3,6,6,6,4,6,6,6,6,6,4,201,,,,,4,6,6,6,2,0,0,,,4,0,,,2,,,,,11,0,6,6,2,,,,8,3,DENVER,CO,,US,10,6,2,0,2,2,2,1,0.9440823788546255
1347,1366,798,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:00:00,12:50:00,230,1,,,3,,,,2,1,2,2,1,1,4,4,3,4,5,5,5,6,4,6,6,6,6,6,6,4,0,,,,,5,6,6,6,4,4,0,,,4,0,,,4,,,,,11,5,5,6,2,,,,9,3,LOS ANGELES,CA,,US,10,5,1,2,1,2,2,1,0.9440823788546255
1348,1367,799,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:15 AM,12:50:00,95,2,,,3,,,,0,0,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,6,6,6,4,0,,,,,5,6,6,4,4,4,0,,,5,0,,,3,,,,,11,0,4,6,2,,,,7,3,HOUSTON,TX,,US,11,3,1,2,1,1,1,1,0.9440823788546255
1349,1368,800,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:20 AM,12:50:00,90,1,,,3,,,,1,2,2,1,2,1,1,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,,,,,3,3,3,3,3,3,0,,,4,4,,,0,,,,,11,3,0,0,2,,,,8,3,BACOOR,,,PHILIPPINES,16,3,1,1,3,2,2,1,0.9440823788546255
1350,1369,2376,426,30,TUE,71,F,3,2,1,1,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:45 PM,18:20:00,95,2,,,9,,,,1,2,2,2,1,2,1,5,6,4,3,5,5,6,5,6,6,6,5,6,5,4,1,,,,,5,3,4,6,5,5,0,,,5,16,,,2,,,,,5,4,5,5,0,,,,9,3,MINNEAPOLIS,MN,55435.0,US,11,3,1,2,2,2,2,1,1.632960094637224
1351,1370,801,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,7:30 AM,12:50:00,320,2,,,3,,,,2,1,1,1,3,1,1,5,2,4,4,4,5,6,6,5,6,6,6,6,6,4,110,1.0,,,,5,6,6,5,5,5,1,,,5,4,1.0,,4,,,,,11,5,5,6,2,,,,10,3,DENVER,CO,80111.0,US,10,3,2,4,2,1,2,1,0.9440823788546255
1352,1371,2377,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,3:45 PM,18:20:00,155,3,,,2,,,,1,2,1,2,1,2,1,0,3,6,4,4,4,6,6,6,5,5,6,6,6,4,0,,,,,5,6,6,4,5,5,0,,,5,11,,,2,,,,,13,4,5,5,0,,,,10,3,DETROIT LAKES,MN,56501.0,US,11,2,2,4,2,2,2,1,1.632960094637224
1353,1372,802,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,8:00:00,12:50:00,290,1,,,3,,,,0,0,1,1,1,1,4,5,4,4,3,1,1,5,5,5,6,6,6,6,6,4,58,,,,,5,5,3,5,5,5,0,,,5,0,,,4,,,,,11,0,3,6,1,62.0,,,9,3,GREENWOOD VILLAGE,CO,80111.0,US,10,4,1,4,2,2,2,1,0.9440823788546255
1354,1373,2378,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:50 PM,18:20:00,90,1,,,5,,,,2,1,2,1,6,1,2,5,3,4,4,4,4,6,6,5,4,4,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,4,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115.0,US,1,3,2,4,1,1,2,1,1.632960094637224
1355,1374,803,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,10:45 AM,12:50:00,125,2,,,5,,,,2,1,2,1,3,1,2,4,4,4,4,4,3,6,6,5,4,6,4,4,4,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,1,3,4,2,2,,,,7,1,OAKLAND,CA,94606.0,US,3,3,1,3,2,1,1,1,0.9440823788546255
1356,1375,2379,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,N,18:20:00,N,2,,,9,,,,2,2,2,2,1,2,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,0,,,,,5,4,4,4,5,4,0,,,5,0,,,0,,,,,0,0,0,0,0,,,,11,0,,,,,99,8,4,0,4,4,4,1,1.632960094637224
1357,1376,2380,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,2,2,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,,,,,3,3,3,3,3,3,0,,,3,4,,,1,4,0,,,5,3,3,3,2,,,,5,1,SAN FRANCISCO,CA,94116.0,US,1,3,1,4,1,1,2,1,1.632960094637224
1358,1377,804,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:45 AM,12:50:00,185,3,,,3,,,,2,2,1,1,2,1,1,4,3,4,4,4,4,4,4,4,6,6,6,6,6,4,0,,,,,3,6,6,3,3,4,0,,,4,0,,,2,,,,,11,4,4,6,2,,,,8,3,,FL,,US,12,2,1,0,3,1,2,1,0.9440823788546255
1359,1378,2381,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,1,2,5,1,4,5,3,3,3,4,4,3,4,1,4,3,3,3,3,4,11,,,,,4,4,3,3,4,4,0,,,5,3,,,2,,,,,6,5,5,5,2,,,,8,1,REDWOOD CITY,CA,94062.0,US,2,5,1,4,1,1,1,1,1.632960094637224
1360,1379,805,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:30 AM,12:50:00,200,6,,,3,,,,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,11,5,5,6,2,,,,10,3,BOSTON,MA,2356.0,US,12,5,1,2,2,2,2,1,0.9440823788546255
1361,1380,2382,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,4:55 PM,18:20:00,85,1,,,5,,,,2,1,2,2,3,1,3,5,2,3,3,3,3,6,6,6,3,3,3,3,3,3,0,,,,,4,4,4,3,3,3,0,,,5,0,,,1,5,0,,,0,0,5,5,2,,,,7,3,BEVERLY HILLS,CA,90210.0,US,0,4,1,4,2,1,1,1,1.632960094637224
1362,1381,806,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,9:45 AM,12:50:00,185,2,,,3,,,,0,1,1,1,2,1,2,4,5,5,5,5,5,4,4,5,6,6,6,6,6,5,0,,,,,4,6,6,4,4,4,0,,,5,2,,,4,,,,,11,0,5,6,2,,,,10,3,SPRINGDALE,AR,72762.0,US,11,3,2,4,2,2,2,1,0.9440823788546255
1363,1382,2383,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,2,,,9,,,,2,1,1,2,1,2,1,4,3,5,5,5,5,5,5,6,5,5,5,5,5,5,107,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,5,5,5,5,2,,,,7,3,LA CROSSE,WI,54601.0,US,11,2,2,1,2,2,2,1,1.632960094637224
1364,1383,807,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,8:00:00,12:50:00,290,3,,,3,,,,1,1,1,1,1,1,3,6,4,4,4,4,2,6,6,3,6,6,5,6,6,4,65,,,,,5,5,6,5,5,5,1,,,5,4,,,2,,,,,11,0,5,5,1,1.0,,,10,3,FORT COLLINS,CO,80525.0,US,10,4,1,1,2,2,2,1,0.9440823788546255
1365,1384,2384,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,2,,,9,,,,2,1,1,2,1,2,1,6,2,1,2,4,3,2,2,1,6,6,4,6,2,2,0,,,,,3,2,3,2,3,4,0,,,3,14,,,2,,,,,6,5,5,3,2,,,,6,3,TREMPEALEAU,WI,54661.0,US,11,2,1,1,2,2,2,1,1.632960094637224
1366,1385,3728,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,7:00:00,12:50:00,350,3,,,3,,,,2,1,2,2,2,1,3,3,6,3,4,4,2,6,2,6,6,6,6,6,6,3,0,,,,,5,6,6,2,4,4,0,,,5,0,,,4,,,,,11,0,5,6,2,,,,10,3,LA CRESCENTA,CA,91214.0,US,10,6,1,4,2,2,2,1,0.9440823788546255
1367,1386,2385,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:15 PM,18:20:00,65,3,,,6,,,,0,1,0,0,4,1,4,4,3,2,3,3,3,6,6,3,3,2,4,2,3,3,206,207.0,51.0,,,3,2,2,3,4,3,12,,,4,7,,,1,5,1,,,5,3,4,4,2,,,,8,3,ST. PAUL,MN,55114.0,US,11,6,1,4,1,2,2,1,1.632960094637224
1368,1387,808,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,11:15 AM,12:50:00,95,2,3.0,,3,,,,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,11,5,5,6,2,,,,7,3,SALEM,OR,97301.0,US,10,2,2,1,3,2,2,1,0.9440823788546255
1369,1388,809,189,10,WED,100,G,2,3,1,2,UNITED INTL,HONG KONG,869,29,25,8,4,6:30 AM,12:50:00,380,1,3.0,6.0,3,,,,1,1,1,1,3,1,3,4,5,4,5,5,5,4,4,5,4,4,4,4,5,4,153,,,,,5,5,5,5,5,5,1,,,5,5,,,1,5,0,,,11,5,5,5,2,,,,10,2,PLEASANT GROVE,CA,95968.0,US,10,2,1,2,1,2,2,1,0.9440823788546255
1370,1389,2386,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:30 PM,18:20:00,50,1,,,3,,,,1,2,2,2,4,1,3,3,3,3,4,4,4,3,3,4,6,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,11,3,4,6,2,,,,6,3,,,,,99,4,1,4,2,2,2,1,1.632960094637224
1371,1390,2387,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,16:00:00,18:20:00,140,1,,,1,,,1,2,1,2,1,5,1,4,3,4,2,4,4,3,6,6,2,3,3,1,1,2,3,0,,,,,4,3,3,3,3,3,0,,,4,0,,,1,5,0,,,5,3,3,3,2,,,,7,1,ALAMEDA,CA,94501.0,US,3,4,1,4,3,2,1,1,1.632960094637224
1372,1391,2388,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,9:50 AM,18:20:00,510,3,,,3,,,,1,1,2,1,1,2,1,6,6,6,5,5,5,4,4,5,4,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,4,0,,,2,,,,,11,5,5,5,2,,,,10,3,ST. PAUL,MN,55117.0,US,11,3,1,1,3,2,2,1,1.632960094637224
1373,1392,2389,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,17:00:00,18:20:00,80,1,,,5,,,,2,2,1,2,6,1,3,4,2,2,3,3,3,3,3,6,3,6,6,6,3,3,0,,,,,3,3,3,3,3,3,0,,,3,0,,,1,5,0,,,5,4,5,5,2,,,,8,1,SAN RAMON,CA,94582.0,US,5,4,2,4,2,1,1,1,1.632960094637224
1374,1393,2390,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,N,18:20:00,N,3,,,0,,,,1,2,1,1,3,1,2,5,3,3,4,4,5,3,3,4,3,4,4,6,6,4,0,,,,,4,4,0,3,3,4,0,,,5,0,,,0,,,,,5,3,4,4,2,,,,9,3,,MN,,US,11,4,1,0,2,2,2,1,1.632960094637224
1375,1394,2391,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:20 PM,18:20:00,60,2,,,3,,,,1,2,2,2,1,2,1,4,5,5,5,5,5,4,4,4,5,4,5,5,5,4,6,,,,,3,4,3,4,4,4,0,,,5,0,,,2,,,,,11,4,5,5,2,,,,9,3,MINNEAPOLIS,MN,55435.0,US,11,3,1,2,1,2,2,1,1.632960094637224
1376,1395,2392,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,12:00:00,18:20:00,380,10,,,1,,,4,2,2,1,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,103,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,15,5,5,5,2,,,,10,2,MODESTO,CA,95355.0,US,10,4,2,4,2,1,1,1,1.632960094637224
1377,1396,2393,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,14:00:00,18:20:00,260,1,,,3,,,,1,2,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,11,,,,,5,5,5,5,5,5,0,,,5,2,,,3,,,,,11,3,4,4,3,,,,10,3,,,,CHINA,16,2,1,0,2,2,2,1,1.632960094637224
1378,1397,2394,426,30,TUE,71,F,3,2,1,2,UNITED,MINNEAPOLIS-ST. PAUL,5315,28,39,3,4,5:10 PM,18:20:00,70,1,,,5,,,,2,2,1,2,5,1,4,5,4,3,5,5,4,4,4,1,5,4,6,6,6,4,0,,,,,5,6,6,5,4,4,0,,,4,0,,,2,,,,,1,5,5,2,1,32.0,,,10,1,,,,,90,8,4,0,1,2,2,1,1.632960094637224
1379,1398,616,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:15 AM,09:15:00,120,2,,,6,,,,2,2,2,2,1,1,4,4,4,4,5,5,5,4,4,6,6,6,5,6,6,4,501,,,,,5,5,6,5,4,5,0,,,5,1,8.0,,2,,,,,5,5,5,5,2,,,,10,3,ST. LOUIS,MO,63119.0,US,11,3,2,2,2,2,2,1,1.1156485207100593
1380,1399,615,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:50:00,09:15:00,25,1,,,5,,,,2,2,1,1,5,1,4,4,4,4,4,4,4,6,6,4,4,4,5,6,4,4,76,,,,,4,5,4,4,4,4,0,,,4,1,,,1,5,1,,,1,4,5,5,2,,,,8,3,LOS ANGELES,CA,90401.0,US,10,3,2,2,1,1,1,1,1.1156485207100593
1381,1400,614,278,15,MON,24,B,1,1,1,1,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:30 AM,09:15:00,45,1,,,9,,,,1,2,2,2,1,2,1,5,6,6,5,5,5,6,6,6,5,6,5,6,5,5,1,,,,,5,5,5,6,5,5,0,,,5,4,,,2,,,,,6,5,5,5,2,,,,10,3,CINCINNATI,OH,45052.0,US,11,5,1,3,2,2,2,1,1.1156485207100593
1382,1401,617,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:20 AM,09:15:00,115,1,,,2,,,,1,2,1,2,1,1,4,3,4,6,4,4,4,4,4,6,4,4,6,6,6,4,64,501.0,,,,4,6,6,4,4,4,0,,,4,4,,,2,,,,,9,4,4,4,2,,,,5,1,ROHNERT PARK,CA,94928.0,US,7,6,2,0,2,2,1,1,1.1156485207100593
1383,1402,618,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:40 AM,09:15:00,95,3,,,5,,,,2,2,2,1,3,1,2,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,0,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,3,ST. LOUIS,MO,63108.0,US,11,3,2,1,3,2,2,1,1.1156485207100593
1384,1403,619,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,8:10 AM,09:15:00,65,3,,,5,,,,1,0,0,0,3,1,3,4,4,6,3,4,3,6,6,5,4,6,4,6,6,4,1,,,,,5,4,6,6,4,4,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115.0,US,1,4,2,2,2,2,1,1,1.1156485207100593
1385,1404,620,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:30 AM,09:15:00,105,4,,,2,,,,1,2,2,1,3,1,4,3,4,4,4,4,5,6,6,2,3,6,6,6,6,4,0,,,,,5,6,6,4,5,5,0,,,5,0,,,1,5,1,,,7,5,4,5,2,,,,9,3,ST. LOUIS,MO,63108.0,US,11,3,2,1,2,1,2,1,1.1156485207100593
1386,1405,621,278,15,MON,24,B,1,1,1,2,SOUTHWEST,ST. LOUIS,1520,25,63,3,2,7:00:00,09:15:00,135,3,,,9,,,,1,0,1,0,1,2,1,6,3,6,3,3,3,3,3,3,3,3,3,6,6,3,0,,,,,3,3,6,3,3,3,0,,,5,0,,,1,5,0,,,3,1,3,3,2,,,,10,3,KENSINGTON,NH,3833.0,US,12,7,1,1,2,2,2,1,1.1156485207100593
